0,0
-0.0025001,-0.0025001
-0.0050003,-0.0050003
-0.0075004,-0.0075004
-0.010001,-0.010001
-0.012501,-0.012501
-0.015001,-0.015001
-0.017501,-0.017501
-0.020001,-0.020001
-0.022501,-0.022501
-0.025001,-0.025001
-0.027501,-0.027501
-0.030002,-0.030002
-0.032502,-0.032502
-0.035002,-0.035002
-0.037502,-0.037502
-0.040002,-0.040002
-0.042502,-0.042502
-0.045002,-0.045002
-0.047502,-0.047502
-0.050003,-0.050003
-0.052503,-0.052503
-0.055003,-0.055003
-0.057503,-0.057503
-0.060003,-0.060003
-0.062503,-0.062503
-0.065003,-0.065003
-0.067503,-0.067503
-0.070004,-0.070004
-0.072504,-0.072504
-0.075004,-0.075004
-0.077504,-0.077504
-0.080004,-0.080004
-0.082504,-0.082504
-0.085004,-0.085004
-0.087504,-0.087504
-0.090005,-0.090005
-0.092505,-0.092505
-0.095005,-0.095005
-0.097505,-0.097505
-0.10001,-0.10001
-0.10251,-0.10251
-0.10501,-0.10501
-0.10751,-0.10751
-0.11001,-0.11001
-0.11251,-0.11251
-0.11501,-0.11501
-0.11751,-0.11751
-0.12001,-0.12001
-0.12251,-0.12251
-0.12501,-0.12501
-0.12751,-0.12751
-0.13001,-0.13001
-0.13251,-0.13251
-0.13501,-0.13501
-0.13751,-0.13751
-0.14001,-0.14001
-0.14251,-0.14251
-0.14501,-0.14501
-0.14751,-0.14751
-0.15001,-0.15001
-0.15251,-0.15251
-0.15501,-0.15501
-0.15751,-0.15751
-0.16001,-0.16001
-0.16251,-0.16251
-0.16501,-0.16501
-0.16751,-0.16751
-0.17001,-0.17001
-0.17251,-0.17251
-0.17501,-0.17501
-0.17751,-0.17751
-0.18001,-0.18001
-0.18251,-0.18251
-0.18501,-0.18501
-0.18751,-0.18751
-0.19001,-0.19001
-0.19251,-0.19251
-0.19501,-0.19501
-0.19751,-0.19751
-0.20001,-0.20001
-0.20251,-0.20251
-0.20501,-0.20501
-0.20751,-0.20751
-0.21001,-0.21001
-0.21251,-0.21251
-0.21501,-0.21501
-0.21751,-0.21751
-0.22001,-0.22001
-0.22251,-0.22251
-0.22501,-0.22501
-0.22751,-0.22751
-0.23001,-0.23001
-0.23251,-0.23251
-0.23501,-0.23501
-0.23751,-0.23751
-0.24001,-0.24001
-0.24251,-0.24251
-0.24501,-0.24501
-0.24751,-0.24751
-0.25001,-0.25001
-0.25251,-0.25251
-0.25501,-0.25501
-0.25751,-0.25751
-0.26001,-0.26001
-0.26251,-0.26251
-0.26501,-0.26501
-0.26751,-0.26751
