0,0
-0.0050003,-0.0050003
-0.010001,-0.010001
-0.015001,-0.015001
-0.020001,-0.020001
-0.025001,-0.025001
-0.030002,-0.030002
-0.035002,-0.035002
-0.040002,-0.040002
-0.045002,-0.045002
-0.050003,-0.050003
-0.055003,-0.055003
-0.060003,-0.060003
-0.065003,-0.065003
-0.070004,-0.070004
-0.075004,-0.075004
-0.080004,-0.080004
-0.085004,-0.085004
-0.090005,-0.090005
-0.095005,-0.095005
-0.10001,-0.10001
-0.10501,-0.10501
-0.11001,-0.11001
-0.11501,-0.11501
-0.12001,-0.12001
-0.12501,-0.12501
-0.13001,-0.13001
-0.13501,-0.13501
-0.14001,-0.14001
-0.14501,-0.14501
-0.15001,-0.15001
-0.15501,-0.15501
-0.16001,-0.16001
-0.16501,-0.16501
-0.17001,-0.17001
-0.17501,-0.17501
-0.18001,-0.18001
-0.18501,-0.18501
-0.19001,-0.19001
-0.19501,-0.19501
-0.20001,-0.20001
-0.20501,-0.20501
-0.21001,-0.21001
-0.21501,-0.21501
-0.22001,-0.22001
-0.22501,-0.22501
-0.23001,-0.23001
-0.23501,-0.23501
-0.24001,-0.24001
-0.24501,-0.24501
-0.25001,-0.25001
-0.25501,-0.25501
-0.26001,-0.26001
-0.26501,-0.26501
-0.27001,-0.27001
-0.27501,-0.27501
-0.28001,-0.28001
-0.28501,-0.28501
-0.29001,-0.29001
-0.29501,-0.29501
-0.30002,-0.30002
-0.30502,-0.30502
-0.31002,-0.31002
-0.31502,-0.31502
-0.32002,-0.32002
-0.32502,-0.32502
-0.33002,-0.33002
-0.33502,-0.33502
-0.34002,-0.34002
-0.34502,-0.34502
-0.35002,-0.35002
-0.35502,-0.35502
-0.36002,-0.36002
-0.36502,-0.36502
-0.37002,-0.37002
-0.37502,-0.37502
-0.38002,-0.38002
-0.38502,-0.38502
-0.39002,-0.39002
-0.39502,-0.39502
-0.40002,-0.40002
-0.40502,-0.40502
-0.41002,-0.41002
-0.41502,-0.41502
-0.42002,-0.42002
-0.42502,-0.42502
-0.43002,-0.43002
-0.43502,-0.43502
-0.44002,-0.44002
-0.44502,-0.44502
-0.45002,-0.45002
-0.45502,-0.45502
-0.46002,-0.46002
-0.46502,-0.46502
-0.47002,-0.47002
-0.47502,-0.47502
-0.48002,-0.48002
-0.48502,-0.48502
-0.49002,-0.49002
-0.49502,-0.49502
-0.50003,-0.50003
-0.50503,-0.50503
-0.51003,-0.51003
-0.51503,-0.51503
-0.52003,-0.52003
-0.52503,-0.52503
-0.53003,-0.53003
-0.53503,-0.53503
-0.54003,-0.54003
-0.54503,-0.54503
-0.55003,-0.55003
-0.55503,-0.55503
-0.56003,-0.56003
-0.56503,-0.56503
-0.57003,-0.57003
-0.57503,-0.57503
-0.58003,-0.58003
-0.58503,-0.58503
-0.59003,-0.59003
-0.59503,-0.59503
-0.60003,-0.60003
-0.60503,-0.60503
-0.61003,-0.61003
-0.61503,-0.61503
-0.62003,-0.62003
-0.62503,-0.62503
-0.63003,-0.63003
-0.63503,-0.63503
-0.64003,-0.64003
-0.64503,-0.64503
-0.65003,-0.65003
-0.65503,-0.65503
-0.66003,-0.66003
-0.66503,-0.66503
-0.67003,-0.67003
-0.67503,-0.67503
-0.68003,-0.68003
-0.68503,-0.68503
-0.69003,-0.69003
-0.69503,-0.69503
-0.70004,-0.70004
-0.70504,-0.70504
-0.71004,-0.71004
-0.71504,-0.71504
-0.72004,-0.72004
-0.72504,-0.72504
-0.73004,-0.73004
-0.73504,-0.73504
-0.74004,-0.74004
-0.74504,-0.74504
-0.75004,-0.75004
-0.75504,-0.75504
-0.76004,-0.76004
-0.76504,-0.76504
-0.77004,-0.77004
-0.77504,-0.77504
-0.78004,-0.78004
-0.78504,-0.78504
-0.79004,-0.79004
-0.79504,-0.79504
-0.80004,-0.80004
-0.80504,-0.80504
-0.81004,-0.81004
-0.81504,-0.81504
-0.82004,-0.82004
-0.82504,-0.82504
-0.83004,-0.83004
-0.83504,-0.83504
-0.84004,-0.84004
-0.84504,-0.84504
-0.85004,-0.85004
-0.85504,-0.85504
-0.86004,-0.86004
-0.86504,-0.86504
-0.87004,-0.87004
-0.87504,-0.87504
-0.88004,-0.88004
-0.88504,-0.88504
-0.89004,-0.89004
-0.89504,-0.89504
-0.90005,-0.90005
-0.90505,-0.90505
-0.91005,-0.91005
-0.91505,-0.91505
-0.92005,-0.92005
-0.92505,-0.92505
-0.93005,-0.93005
-0.93505,-0.93505
-0.94005,-0.94005
-0.94505,-0.94505
-0.95005,-0.95005
-0.95505,-0.95505
-0.96005,-0.96005
-0.96505,-0.96505
-0.97005,-0.97005
-0.97505,-0.97505
-0.98005,-0.98005
-0.98505,-0.98505
-0.99005,-0.99005
-0.99505,-0.99505
-1.0001,-1.0001
-1.0051,-1.0051
-1.0101,-1.0101
-1.0151,-1.0151
-1.0201,-1.0201
-1.0251,-1.0251
-1.0301,-1.0301
-1.0351,-1.0351
-1.0401,-1.0401
-1.0451,-1.0451
-1.0501,-1.0501
-1.0551,-1.0551
-1.0601,-1.0601
